sourceENS,source,claimable,txs,last_tx_days_ago,first_tx_days_ago,nft_trades,dex_trades,dex_volume_usd,funding_sources,times_cex_funded,processed,name,socials
<nil>,0x1a7f30567f32dc8acd7032d22fa750c2b9148765,1190,11,1006,1012,0,0,0.0,1,0,False,,
<nil>,0x727c24babfa6fd7d817f041b5a276ff471f2c279,1190,223,235,1127,0,136,3866319.882,5,5,False,,
<nil>,0x93ab5d4222deece171ddebc6f1b623605553bd42,1190,6,197,634,0,0,0.0,2,2,False,,
<nil>,0x329d2820ecd67e92d67863e3d86517ea00b6b50a,1190,49,214,816,0,0,0.0,3,1,False,,
<nil>,0x2acc78ec1e735466e418d88c74b450915aa92bfd,1190,38,2142,2192,0,0,0.0,2,0,False,,
<nil>,0x38a03f11a75fbfe9d07f32d80aff317072a5ad45,1190,50,305,912,0,9,213886.6595,2,0,False,,
<nil>,0xe2650cc4415f833088f7790d36ef89ac40f3871b,1190,16,426,643,0,2,306653.1937,1,0,False,,
usgd.eth,0x1ddb6fe7155a128e1bd1c07ae7cc637cae88dcab,1190,19,493,620,0,0,0.0,3,2,False,,
<nil>,0x1cc3c23b51181a66d02af1020564636443d09a3b,1190,13,731,759,0,0,0.0,3,1,False,,
<nil>,0x4d2197071ff3dd6137fb320d3094e3c78f233646,1190,26,441,644,0,0,0.0,4,0,False,,
<nil>,0x0101cc0fa48debe3e602daab7a1bfab3cb222308,1190,11,295,693,0,3,197855.5347,1,1,False,,
<nil>,0x172e3850839a4def2c45a8b7d0e7109b405b1a04,1190,23,222,777,0,0,0.0,3,2,False,,
<nil>,0xe071cf2ea72fec6942320897b1df794a3b180303,1190,32,872,1051,0,0,0.0,1,0,False,,
<nil>,0xf611ba0412e9c0794b33054fb3c0e05f445ac13e,1190,59,686,921,0,5,720597.1162,3,0,False,,
<nil>,0x9fd1f61d641ff3cbbfc88d868a0a43ed68dfe6f2,1190,3,710,727,0,0,0.0,2,1,False,,
<nil>,0xdc5dfea063499cf2ffc9a7bddf6e6a81e86f2c35,1190,12,611,899,0,2,9211.841767,1,0,False,,
<nil>,0x75a28b56f207defccca1d029e70282c175f7bd4a,1190,2,633,640,0,0,0.0,1,1,False,,
<nil>,0x50b816e8d717c34848561b93472d8c3c0d3919fe,1190,4,818,821,0,0,0.0,1,0,False,,
<nil>,0xb52f4d17f2a70fe4492e784c52e9c7f0e9ac7402,1190,74,202,779,0,0,0.0,4,1,False,,
<nil>,0x14387e6a7e79d28340fd78ea3ac2243f4f511cad,1190,798,323,1424,0,5,7.12777777,15,11,False,,
<nil>,0xd863f3f5ecba54b590325bd6c8c818f371f06bdc,1190,13,955,1009,0,0,0.0,1,0,False,,
<nil>,0xd2238e8c085e5059f8dfc52256530210bc7250f6,1190,482,393,828,0,2,936.4102729,11,0,False,,
<nil>,0x64c7bd88c28239e75c899029e062703d248b4fd1,1190,109,216,1052,0,30,431003.5096,9,1,False,,
<nil>,0xcec2a48f86576f04dd094e2903eefa0fa849a304,1190,4,366,752,0,2,38733.81138,2,0,False,,
<nil>,0xe15705be66c9f51d4904e4fe2f3daf744b8454ad,1190,9,885,2019,0,0,0.0,3,2,False,,
bitcoin666.eth,0x856ea969d9c4f8f58365ee843d4832dff07e4c79,1333,111,587,1109,0,25,3072.564733,9,7,False,,
<nil>,0x89eb03e838068e80b6f52d157d7a73f68a0d1974,2469,66,578,1125,0,12,34396.63152,8,0,False,,
<nil>,0x9d613f1110d15ae307c363d0f7f42087445480e7,2469,145,450,692,0,47,16553.31923,5,2,False,,
<nil>,0xb1f0d485227dbecff6f1c0f28a58bba1a97d4d81,2469,195925,609,707,0,0,0.0,1,0,False,,
<nil>,0xba3bfe11e6a703b2b0a4f12020ba7c7c26b8b9eb,2469,72,655,687,0,33,368.3198116,2,0,False,,
<nil>,0xcf59b1847532349b06e08837c29ab573cfbcb83a,2469,65,617,887,0,21,11121.67203,15,20,False,,
<nil>,0xd7590b07bbc2e6904bbf4d18aca6d5bf58a20813,2469,61002,247,595,0,60502,80040.38594,5,5,False,,
urbn8.eth,0x6e93c2acd39dd928954f94af25f97023162e8e82,2469,553,220,1216,0,160,289035.0734,5,1,False,,
<nil>,0xbb965cd11bd70f1ccd6cee6089e82709c236c894,2469,31,622,748,0,14,3438.065574,3,2,False,,
<nil>,0xe6980a436e36c3543872f3e496c2466a01f14c85,2469,3,722,929,0,0,0.0,1,0,False,,
<nil>,0x991182b2ca6641dce746dade96cedb406b27aab1,2469,10,679,882,0,0,0.0,4,3,False,,
<nil>,0xdc98f6fcd44de63bfb17b72849319dbdc4e5edef,2469,41,573,1137,0,29,338685.7169,10,4,False,,
<nil>,0x89bad5324b4d72fe442de627e2b3ce16cae6b9dd,2469,11,578,749,0,14,13785.67159,1,0,False,,
<nil>,0x9f56d623e81a044a7d436bd7e244ceeca1290a79,2469,11,654,922,0,2,1057.754424,1,0,False,,
<nil>,0xa5fe0f34148c497330324f0e3f250258935391cf,2469,583,504,864,0,548,2011753.827,5,2,False,,
<nil>,0x8697d9c40e0e2681dd18340357c975df1ab941f8,2469,35,577,889,0,10,3780.685084,7,5,False,,
<nil>,0xd25bf18fe062d34b2ae9c3ef3065af1f3be101bb,2469,25,549,766,0,5,38405.55376,1,0,False,,
<nil>,0xb6b38aa8cdb7b283af559166510587ca19469b67,2469,21,337,2139,0,0,0.0,8,9,False,,
<nil>,0x3bf6d016a1614339d18cd63a908420ebb49d3fe0,2469,64,295,897,0,12,132507.7504,7,0,False,,
<nil>,0x99baab6a0ce2ae63d5ca40ae22c277a78a4eb6d8,2469,27,558,700,0,9,13198.28706,6,5,False,,
<nil>,0xaa457dbd403da115d147a221fe8ab09ab0a5d8c9,2469,18,228,1077,0,1,50.02727715,4,5,False,,
<nil>,0x0d6d92fc686d58b39a0e340364f7d2c476042d21,2469,15,532,807,0,7,4081.197678,2,0,False,,
<nil>,0x11096722c0368f4c4343ea544033cf519efb9275,2469,44,423,1256,0,13,9605.88592,9,3,False,,
<nil>,0x8ca7495eb362265d8bc41c67d9a172b0002b1734,2469,95,556,877,0,32,11257.12437,5,1,False,,
<nil>,0xb2468ddde6637519a71d25a6bf25f21fa6802af2,2469,33,424,628,0,11,6994.172286,5,4,False,,
<nil>,0x08968309443465c03244c9206052aa20cdbb6797,2469,22,306,800,0,0,0.0,1,0,False,,
<nil>,0x0aa6d4d49c40212c39233086bba78d8d30910ff9,2469,10,545,761,0,4,1796.170305,2,1,False,,
<nil>,0x2c969fa482eacb1ff01273f6ef4838b411a8a1bf,2469,1036,339,1166,0,363,1349687.5,4,0,False,,
<nil>,0x674ac591dfcf24198accf91be363f298b2b88a8b,2469,1300,524,867,0,43,3901.124385,9,10,False,,
<nil>,0x808add8eb148319ce23a44b670223d12ca5c1b62,2469,73,407,702,0,14,6398.04956,7,9,False,,
<nil>,0x13bce28c782bbf630488a8406e96f0ae93dfe338,2469,67,620,778,0,5,11442.60757,2,4,False,,
<nil>,0x7daedc837b9795e9235fba7204328d81b1de0420,2469,1,834,834,0,0,0.0,2,2,False,,
<nil>,0x24b8e1974484b8709559a292e8e7de10a50763cc,2469,440,573,790,0,112,77911.22043,8,9,False,,
<nil>,0x00efa5c7ba17a797a867820ffd51b890125bda36,2469,38,352,968,0,4,5541.449902,2,2,False,,
<nil>,0x217b0731afcf792be787429e7c555851af09be0a,2469,108,567,652,0,62,144160.6391,2,3,False,,
<nil>,0xc731a3a5a8076ae65fef2eafd6c7b629e8812212,2469,600,337,2194,0,244,101359.1965,24,26,False,,
<nil>,0x24876602373858cf6c6f9429e37b8fc04e5c1e20,2469,16,567,808,0,1,6.00252183,3,1,False,,
<nil>,0xc33ba959ba7f773106faac649581c816bd03cf6d,2469,4,578,958,0,0,0.0,1,0,False,,
<nil>,0x6229ca6b314fe83b65ff874e0633ae728cd96d57,2469,72,287,989,0,1,60769.92699,3,0,False,,
<nil>,0x15f4f2cc0614c146a43cc4d6794b5e66b574f460,2469,638,734,2122,0,197,135986.8051,19,22,False,,
<nil>,0x4ae3ab4a7b512de074196f1f132815af61ed666b,2469,229,567,692,0,106,6972.278372,14,11,False,,
<nil>,0xb8d3270b67f97537364e76448c8afaec99d379d1,2469,133,308,2044,0,29,42004.64962,11,12,False,,
<nil>,0x05d4e39a6afa32d5c97379210dece0ca0e75a8fa,2469,96,699,755,0,38,10361.50187,4,0,False,,
<nil>,0xfbe3e8d699640cfa4cd808a247d0fd2349aef9b5,2469,198,213,785,0,84,4925.513497,13,27,False,,
<nil>,0x0716266cc5d3c443e30b0c4e9c72afa33778e1de,7331,3929,334,1735,0,1093,5516745.052,13,4,False,,
<nil>,0x1d283425c8339c5d34b41c407a582a0c90e5dd5e,1049,1814,368,1389,0,611,8789336.372,10,9,False,,
<nil>,0x2b5cdfb0451c3a0fd1d5b7b1d9aeeada4c6d1c27,1462,32,299,751,0,6,41927.98489,2,1,False,,
<nil>,0x577bfa0898187c10bbbbb3d001c94aafb5cfc0e4,1462,27,850,939,0,8,78466.04771,3,1,False,,
storm.fei.eth,0xc64ed730e030bdcb66e9b5703798bb4275a5a484,1462,62,342,849,0,1,4.796163133,1,0,False,,
zanelandr.eth,0xc9453716f3395dd8c2a0d07ad24a445d178559f1,1462,29,415,933,0,1,163.0001588,5,1,False,,
<nil>,0x3c0e524d3a7cea9caf61cecafea386f6b9001997,1049,1682,294,973,0,880,1060898.809,16,15,False,,
<nil>,0x70b6ab736be7672c917a1ab11e67b5bc9fddeca9,1462,24,517,856,0,0,0.0,2,1,False,,
jonabechtolt.eth,0x031b83b9b8ea6df0ab56e853c4bfad0f0c38616f,1462,7,609,636,0,1,495.429165,4,3,False,,
<nil>,0x09691102dddfbe3849b2bd5f2a62b4bec6e18329,1462,19,669,2098,0,11,159200.6847,5,1,False,,
<nil>,0x3955a53fa0ee308d5a8b7b7a1f94c0b10c4fa63b,1049,1645,660,1181,0,639,8425442.813,18,17,False,,
<nil>,0x519945de948ee442a779955d06c3013d360ca5da,1462,41,701,989,0,34,806154.5304,3,0,False,,
<nil>,0x7b23d5e03811e3a30328c57f98bf79a40f266d46,1462,323,1035,1271,0,133,81650.07609,12,1,False,,
<nil>,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2469,175,268,612,0,0,0.0,4,0,False,,
<nil>,0x578043ca5e04bd84179899ec6073d0626f01633a,2469,119,203,769,0,87,58094.82938,17,15,False,,
<nil>,0x57a984ddd26d3d8cb7e6b3637e7589c32992622b,2469,605,380,675,0,132,283247.1286,9,5,False,,
<nil>,0x9cf77b8f5c607716f17e740abee1427d31d31f4f,2469,193,261,1242,0,2,418.5186909,6,9,False,,
<nil>,0x9d4adafca35bc2cf1ae5d6db5e7e8a7fc1d60e78,2469,2,871,878,0,0,0.0,1,0,False,,
<nil>,0xa301674e289a832f547b7578ad7a07895b844919,2469,13,576,677,0,2,1230.976371,0,0,False,,
<nil>,0xe8b2a5895a9ef3de98c10a60aa47f83d6d989797,2469,4,701,800,0,0,0.0,3,1,False,,
<nil>,0xe9d6c69d6593d1b857b39d73c716a33a1acdf8fb,2469,24,577,616,0,10,31144.85875,1,0,False,,
<nil>,0xf618f1f2d8bb657ee925045b8f50491a8b5a6625,2469,351,456,927,0,61,27033.49424,3,1,False,,
<nil>,0xfed89481d6384cd6fe1ebe749b4e90bb5f071b16,2469,136,257,2193,0,8,1981.275741,13,5,False,,
<nil>,0x464534c55f99f3db867f4ccbd48d5d9fed86bcc5,2469,32,209,2108,0,6,185.1261792,6,1,False,,
<nil>,0x91fe3788dfe32719cc37a78af9c36820209455e6,2469,33,512,851,0,0,0.0,2,5,False,,
<nil>,0xe2bf2995e30f72e5635605825dc94fe88ad64a17,2469,1115,518,1194,0,632,2049395.944,19,75,False,,
<nil>,0x716b58046f5feee07aa75eb90a0339a5ae406964,2469,32,660,1024,0,4,1738.298326,8,7,False,,
<nil>,0x0fc4f0eebdac690f8be7980d96bb191e9458cfe2,2469,528,534,886,0,328,37949.54987,18,30,False,,
<nil>,0x8b93522dd45824218c0b29c1e99cf78d51f4af2d,2469,21,452,773,0,1,908.366,3,2,False,,
<nil>,0x43fc5523b9dfde27fd68634e3df69a52caf737eb,2469,343,322,713,0,63,20630.12719,6,7,False,,
<nil>,0xd0a6a62c74075cc93ed178d48975e084a0cd18dd,2469,17,653,828,0,17,18033.24021,1,0,False,,
<nil>,0x75f498bd58c7e9e4d61ccdd05e6a7b164f689e75,2469,122,427,2142,0,67,122167.132,10,4,False,,
<nil>,0x13a9bcf887142f70c53f52df7ccd9a832a72a775,2469,861,325,994,0,102,606078.54,27,44,False,,
gwest.eth,0x7d27e15c87a446f52ba182aeda3998487b74ae5e,2469,48,398,973,0,8,106899.6894,4,8,False,,
<nil>,0x78dd2de12e66d741f44da4e39c04f633cc4f7497,2469,25,665,851,0,6,10416.29806,2,1,False,,
<nil>,0x64b79ab0ac838c6cd5e033d9a6d3db30749c2ed6,2469,132,464,642,0,63,4624.955361,2,1,False,,
<nil>,0x3552f6fbeda6db0ce57473b39755f8d473d86480,2469,136,502,767,0,83,16010.90009,9,10,False,,
antelino.eth,0x795dfbeb699655638af950ff64e064bcef0af6d1,2469,475,441,728,0,33,19951.72863,7,2,False,,
<nil>,0x8c4ac1f515b28675c12af973628957e2b513f416,2469,5,654,1006,0,0,0.0,1,0,False,,
<nil>,0xfbabd7a2f65e7efd4e7e9fa4485acc3c9cac27ad,2469,334,295,877,0,98,292566.1484,4,8,False,,
<nil>,0x59d8840bc8b20fccf7c81b7f83e38f4a7937c8ff,2469,30,678,762,0,5,54230.91009,2,0,False,,
<nil>,0xfcb97acd1bd8e88919ad12ba1f38907b7eac42ff,2469,51,725,937,0,14,4711.083453,4,3,False,,
<nil>,0xb2a89efd011760f2ba8f6c3896b3364f0b2c4fdb,2469,86,659,748,0,40,3760.417277,4,1,False,,
gaertnercapital.eth,0x5ac9cf6c61fa5735e41e25bf3389c76ee71d45d7,2469,63,642,1332,0,17,6130.534018,3,1,False,,
rrotesi.eth,0x093238cb959de0c48d85969876e49a76618183ca,2469,557,208,2119,0,135,259645.8255,8,5,False,,
<nil>,0x129e6a8fed40cfd677538a4908e637e0f4a1c15f,2469,243,639,831,0,41,2831.849102,5,4,False,,
<nil>,0x507b9bcf3bff6be977baadc7913a6cc5088c9336,2469,28,212,696,0,4,967.8894104,1,0,False,,
<nil>,0x54c7de748de237375125d6fa0ee9e19c4a47303b,2469,41,260,822,0,17,1297.87103,6,3,False,,
<nil>,0x648e3e8101bfab7bf5997bd007fb473786019159,2469,224,672,707,0,0,0.0,1,0,False,,
<nil>,0x77a1051f019b3c3330c329a68992d0779ebd4651,2469,24,212,876,0,1,2555.44425,2,1,False,,
<nil>,0x98d8086cd4c7fded216cbc5c0b4befbda2ce48ef,2469,11,528,874,0,0,0.0,2,4,False,,
<nil>,0x9eda556c5ae61dbf060feffd48565d53dc62ac28,2469,79,362,2097,0,32,209485.0608,5,3,False,,
<nil>,0xa70d395836cab72607bb3d1cb1c6b4fa75a34305,2469,61,549,690,0,3,4033.931111,3,2,False,,
<nil>,0xab78485d7d27bd4592d39f4ca48bc72effafb2c8,2469,18,585,616,0,14,12945.31496,0,0,False,,
<nil>,0xb5a24b3a271e6e325c355dbccdb2b6e706bb5d54,2469,250,211,1014,0,159,1571985.838,16,3,False,,
<nil>,0xd338a93002e9c11acc24c76886f26c9529aed40b,2469,65,723,1006,0,2,1421.446986,7,6,False,,
<nil>,0xe9e18629b2ddb129197981663b94a8eb728bad9d,2469,22,581,616,0,14,74953.08152,1,0,False,,
<nil>,0x56ae3013361471a5d888646b55ae9358552737c9,2469,10,390,800,0,0,0.0,1,3,False,,
<nil>,0x60da990aebdd785f50ea3202ff05bff1d0963dbe,2469,352,574,965,0,73,109107.0337,6,2,False,,
<nil>,0x1705fbe1c60a51a3ae3a167255e4115c4688d6c2,2469,4,1006,1006,0,0,0.0,1,0,False,,
<nil>,0xf70a6c88ab2112c2bf25899e74d96be645211f65,2469,11,481,1003,0,0,0.0,2,1,False,,
<nil>,0x327052bd53adec9ddae04002b016937f2063039e,2469,102,546,698,0,39,6776.976782,13,4,False,,
<nil>,0xd4dbe08942a1631b4053b844eb316f6b405e77e0,2469,24,580,873,0,2,617.3829128,1,0,False,,
<nil>,0x98e62f127b8ba4a43aa76cb9a868b12e99cad013,2469,87,641,995,0,1,73102.7676,1,0,False,,
<nil>,0x6488b1a657282646f2037b90756ae4211ba96d7e,2469,309,527,836,0,64,19480.83546,10,6,False,,
<nil>,0xf6d0148b32904ddbd3cfbf9e19bd23db199875d5,2469,36,605,639,0,28,20494.79082,1,0,False,,
<nil>,0xb3ab81a38a8e884b99e6be50abbc57d33576c2d1,2469,1482,668,1162,0,1008,171068.687,26,49,False,,
<nil>,0x3b8731a7899747633d89b199f2e9f2f1099677b9,2469,78,349,1262,0,14,3518.659112,6,10,False,,
<nil>,0x5cd62d2fb1629b4e2eb0fb962be153afc6da3926,2469,22,683,872,0,11,3487.484522,4,2,False,,
<nil>,0x881ed04609f194386b21f2d3216e05161e49e3db,2469,114,492,814,0,32,88100.9408,6,1,False,,
<nil>,0x3c9359a4070345f2f418023b32acebb153d81888,2469,119,431,1018,0,3,102.3516866,9,1,False,,
<nil>,0xdf4e9499bbbbf482865a784f0052bbdfa6490e3f,2469,292,563,661,0,93,11407.31984,7,2,False,,
<nil>,0x6583ed66a3173414f66a1205e6b6d8ac47ac59bc,2469,43,340,745,0,3,33235.47937,2,0,False,,
<nil>,0xec9946d89ffb81c9882de97d04f6bb8815e92f6e,2469,103,641,993,0,11,6691.539606,8,9,False,,
<nil>,0x2687b66a37e26407acebc2340370648a77fe0360,2469,74,571,718,0,36,75969.74797,1,2,False,,
<nil>,0xdafa2ebb4653ded5c873464b9e8267cd2e409209,2469,29,605,740,0,7,2779.558505,2,4,False,,
<nil>,0xd6a3ac3d051d88ed950e821c5311c2f001701146,2469,37,201,937,0,6,2139.801778,2,1,False,,
<nil>,0xfa526baddd835a41506beb86a8c42fd893eb28a9,2469,1559,205,920,0,65,138953.3034,16,4,False,,
<nil>,0x476b973485f9c3098d0b812040f3f28a802a4abd,2469,4,698,979,0,0,0.0,1,0,False,,
<nil>,0xac3aee55be178db279361e5d666f24285b944562,2469,3,398,823,0,0,0.0,2,0,False,,
<nil>,0xe089c464b321b9b7e8f9f620bfeea2c02ccc0c7b,1049,50,688,1247,0,21,25394.98885,4,6,False,,
<nil>,0xf12589545e2a03e861fe932c0e990e9a438c4304,1462,42,227,930,0,0,0.0,2,0,False,,
darcysimmons.eth,0x08012c25136b04d8e85a7e6376dddd1ef849f1b2,1462,38,493,1467,0,0,0.0,7,0,False,,
<nil>,0x908295e2be3a36021aadaaed0bbb124fd602cbf2,1462,23,490,931,0,1,626.5393292,3,0,False,,
<nil>,0x8ad73aa46160b6d53eb7a3712af444263bf0abe3,1190,19,472,910,0,0,0.0,2,1,False,,
<nil>,0x1fc7723ab2455ccc66817de9cf4c2f69e15c9959,1190,24,804,950,0,9,20353.69842,1,0,False,,
<nil>,0xa97f507879c02616fe17e2698144f0c4fbeb291d,1190,82,531,785,0,3,32851.89624,5,0,False,,
<nil>,0xbc0c4c69a8166187d80210a3bebcc52830a0c080,1190,91,296,588,0,13,1878934.782,0,0,False,,
<nil>,0x381306ecb2cd2adbc593ab4dff161f53ac1d301c,1190,2,658,658,0,2,41.31669061,3,3,False,,
<nil>,0xcd58506f3c1107412186fc541c6daadef978db30,1190,48,218,702,0,0,0.0,3,4,False,,
abelsabstracts.eth,0xb464b5b878f01c6dc42d2614a4aa5fbf0d2b2410,1746,33,270,1491,0,5,128.7800051,8,0,False,,
<nil>,0xa941b5b898743101b5dac762c052fbaa09509868,1190,12,554,702,0,3,25705.1761,5,0,False,,
<nil>,0x5d416972cc290005d11453cc240d09ebc084cb38,1190,22,730,851,0,0,0.0,1,0,False,,
<nil>,0xb667377cd7646716791d57412520582dd56e9a02,1190,3,588,601,0,0,0.0,1,0,False,,
<nil>,0xe6ffc6b4f4e6bd29efd12a0dd591b61249295b86,1190,66,294,695,0,0,0.0,1,0,False,,
<nil>,0xe8bba8b8e1a7fd2d862328271604b57ba0509e8d,1190,42,347,1144,0,4,905485.7269,1,0,False,,
<nil>,0xb5461b297669944035bcfa3b1a1a871fb4c1ceeb,1190,475,276,954,0,131,1460478.678,15,24,False,,
sdtsui.eth,0x227f301801760f17b984d9d3be703a9f22a053f1,1190,3,670,670,0,0,0.0,1,0,False,,
<nil>,0x9b4b4eba6e20530d98d0d8b125f0c9dfc5e53740,1190,199,895,1067,0,0,0.0,2,0,False,,
<nil>,0x94d9a23d8969d8d76a4479fed3edc1e4711fa48a,1190,1,1189,1189,0,0,0.0,1,0,False,,
<nil>,0xba51b4d232ef1659b41cbf428e52fe2025b422fa,1190,74,595,691,0,65,4936749.252,2,2,False,,
<nil>,0xee04897f3ab77655207aeba3b2c4336deb6a9dac,1190,79,233,910,0,0,0.0,2,1,False,,
<nil>,0xbefa86557012f328c397b3e11f0fd03be503557a,1190,22,711,1097,0,0,0.0,0,0,False,,
<nil>,0x0c65467bfdf59c68a9ed8f123b8fab4af19dc9cb,1190,9,688,1730,0,0,0.0,1,0,False,,
<nil>,0x2e67b3ab6afbb95796034d9b61f3f633f0729761,1190,83,348,898,0,0,0.0,6,1,False,,
<nil>,0x134369fe44a2621664d0a6a4df7fffc4cd7b5700,1190,20,1142,2116,0,0,0.0,2,0,False,,
<nil>,0x5342af038bcafd31f4a5f643e2e0b343fc74de5f,1190,1,863,863,0,0,0.0,1,0,False,,
<nil>,0x36b68ac08addbd700a2ce22ed5c71977f5d29a15,1190,25,329,815,0,0,0.0,3,1,False,,
<nil>,0x7550b845f4df9893d59ab6f5906c4991d9a9d5ee,1190,2,739,1044,0,0,0.0,3,2,False,,
<nil>,0xa83aecd5006e756bf1cbc7796907cfcd4cb31451,1190,1,907,907,0,0,0.0,1,0,False,,
<nil>,0xd907d158add61921730b8680c1be52a8442116b3,1190,12,1779,2159,0,0,0.0,7,5,False,,
<nil>,0x01dd58a198e042d157ca251a82d19e751fe74e11,1190,7,2150,2166,0,0,0.0,1,0,False,,
<nil>,0xea7cf5f03544947f93c787df671c5850fcba5da3,1190,4,833,843,0,0,0.0,1,1,False,,
<nil>,0x9d5aa1dc3bce7a5331c21a11a9e3a66afb24a08f,1190,17,329,617,0,3,149842.2952,1,0,False,,
<nil>,0xb98f92eb95ec92df16c8587e0549cf36da425f7c,1190,26,913,1415,0,0,0.0,1,1,False,,
<nil>,0x8ec1455f17d9e021acc8a30f23461dedff5018ba,1190,21,783,1906,0,0,0.0,2,0,False,,
<nil>,0xafcff08358be3202cc1fe14542fa87d7097ded85,1190,97,351,938,0,0,0.0,4,0,False,,
<nil>,0x7eaa031541a1031f3f6f357a9f06fcd209b14682,1190,15,492,940,0,0,0.0,2,1,False,,
<nil>,0x70f55ad4b3a434591f2e7b89faeea262ba97294e,1190,33,435,646,0,1,74.73360764,3,1,False,,
<nil>,0x3ef594d545df1e5455e0cb38962b0821b8081c56,1190,1,595,595,0,0,0.0,1,1,False,,
<nil>,0xef487e9bf7abb048bc9d801ac729e03ca38bb5e7,1190,5,763,980,0,0,0.0,3,3,False,,
<nil>,0x5dba06edd43d8ad43fd4390170dca2b3cb889dbb,1190,12,346,673,0,0,0.0,2,0,False,,
<nil>,0xfae08e5cd1fdd11a3059f66784773b79b6cc1bea,1190,1679,392,985,0,114,360706.3283,10,6,False,,
<nil>,0xba328f97518f2f23d51d5c0e0f54933c2bb0c232,1190,18,877,2139,0,0,0.0,8,5,False,,
<nil>,0xa8e52b711ce3db7c44419e1d600e93de4ab6caee,1190,9,1210,1274,0,2,2.010912,5,0,False,,
<nil>,0xc8cbd52a42eac7bb4e57203b1c198006e12bb0b0,1190,30,666,934,0,0,0.0,1,0,False,,
<nil>,0x9b66ca42bbdd0d3d06b7f1f8b043ebca52d256d9,1190,30,238,672,0,2,72.71326069,4,2,False,,
<nil>,0xdd180ccde64dfcb4b3b92ec46116a2cc69e1403e,1190,84,261,855,0,2,105804.8557,6,1,False,,
<nil>,0x28235c6f89f17cca6c45854aa1056f5416dd9697,1190,4,770,783,0,3,27922.63556,3,0,False,,
<nil>,0xbf6d39a24b0c416fda5c487bb6a563928b34ba7d,1190,1,732,732,0,0,0.0,0,0,False,,
<nil>,0xef300be1ec788fccf5d7e7a3efcad6a590da0789,1190,1,673,673,0,0,0.0,0,0,False,,
kilroybeats.eth,0xf54225b6f780c6ec2795f1c340b456981b3fbe1d,1190,30,338,1053,0,9,22711.88694,10,4,False,,
<nil>,0x68aa755aec2430df2ef2ceb44b4f994d4bb9e54c,1190,18,1623,2051,0,0,0.0,1,0,False,,
<nil>,0xea90f4bc391d5767661a39147c4a706c87e0738c,1190,9,569,904,0,0,0.0,1,0,False,,
<nil>,0x20369c46259a3269583c061f3966d0b5ba0de6b0,1190,34,230,717,0,1,200322.0905,1,0,False,,
<nil>,0x3f24aadef522fcde3033459a53b67271e75f8375,1190,56,464,742,0,8,511.2664077,4,3,False,,
<nil>,0x2718d19e3f7324cf6d52a7abc19ed7cebe6fa392,1190,20,806,1063,0,0,0.0,2,1,False,,
<nil>,0x32565cd5562a4f10462cbfc27d126d365a74634c,1190,163,296,1511,0,23,323524.5074,3,0,False,,
<nil>,0xce8bedc1084e14f56a952859a2d836fda253319f,1190,16,455,647,0,0,0.0,2,3,False,,
<nil>,0xc556596def57ee32bbb4d07899288e4b7850f9f6,1190,41,1000,1152,0,2,1925.05199,5,6,False,,
patricktan.eth,0xd27354b1065c64ad5641bfb6b70038c596a8ccae,1190,21,200,1096,0,2,237.6804732,5,0,False,,
<nil>,0x9563f46d1562f07296245e3f5555fe3f627f391d,1190,3,1175,1244,0,0,0.0,1,0,False,,
<nil>,0xb2c56a88acf27ec15863799092c042db14a32074,1190,3,2150,2155,0,0,0.0,2,0,False,,
<nil>,0x85c7282377ac3ffb240afa82a5f9a6b42fa7ad25,1190,7,551,599,0,0,0.0,3,1,False,,
<nil>,0x9b66e2c73ee59c11ac25ef2730ab589c5416e81a,1190,121,853,1913,0,1,5557.034049,5,4,False,,
<nil>,0x1e04464829da4b8ccff7b8aadee8eb602fda1b67,1190,1,619,619,0,0,0.0,1,1,False,,
<nil>,0xc21d8e7fd7ef6a55b390089b540cd044110276ad,1190,5,1005,1050,0,2,196.1264005,2,0,False,,
<nil>,0x05e298f7bc80f2eb0d9cd2aa20542cd90d4adbc1,1190,1,852,852,0,0,0.0,1,0,False,,
<nil>,0xdd807bf2acfc4cea894e45a04326e19fbf1ad407,1190,17,541,723,0,1,18101.77094,1,0,False,,
<nil>,0x67c4d598b7993510869f4d90f195ff4ec5784d12,1190,66,591,1151,0,0,0.0,1,0,False,,
<nil>,0xd739bc7d445a14bf7bf2459fca0b7b7d631e0bc7,1190,47,799,2047,0,0,0.0,4,0,False,,
<nil>,0x74c1213eda337e47fb7c72a55ab03eaa1e3c8366,1190,498,456,1312,0,6,100409.0295,5,1,False,,
<nil>,0xf42f5bf23876864404756388aee2da7733d94efd,1190,24,840,886,0,0,0.0,1,0,False,,
<nil>,0xabb61831a5e0cb54bb19c0d4b759624869d365e7,1190,60,526,718,0,36,5838.369875,5,0,False,,
<nil>,0xda4392115a1662b7c083676d4c223034dce0bec9,1190,8,524,837,0,0,0.0,2,1,False,,
<nil>,0x769cb4eafc3a10a3b5a8c2df7d9232b155e9ae53,1190,22,204,927,0,0,0.0,2,1,False,,
gnomiesclub.eth,0xb2c82a7c3ef5ad2ba0b44a607e3f0154902859b4,1190,46,484,622,0,0,0.0,5,1,False,,
<nil>,0xa52197a5ebc829b306e2b42f55fcd1bee2d2fa0b,1190,41,390,1027,0,2,444.5635855,12,1,False,,
